subject,electrode_idx,model,mean_r2,std_r2,max_r2,min_r2,range_r2,best_alpha_mean,n_combinations,combinations,robust
2,94,GPT,1.0,0.0,1.0,1.0,0.0,10.0,24,"[('overall', 'early', 'full_consolidation'), ('overall', 'middle', 'full_consolidation'), ('overall', 'late', 'full_consolidation'), ('overall', 'last', 'full_consolidation'), ('a', 'early', 'full_consolidation'), ('a', 'middle', 'full_consolidation'), ('a', 'late', 'full_consolidation'), ('a', 'last', 'full_consolidation'), ('v', 'early', 'full_consolidation'), ('v', 'middle', 'full_consolidation'), ('v', 'late', 'full_consolidation'), ('v', 'last', 'full_consolidation'), ('GS', 'early', 'full_consolidation'), ('GS', 'middle', 'full_consolidation'), ('GS', 'late', 'full_consolidation'), ('GS', 'last', 'full_consolidation'), ('GNS', 'early', 'full_consolidation'), ('GNS', 'middle', 'full_consolidation'), ('GNS', 'late', 'full_consolidation'), ('GNS', 'last', 'full_consolidation'), ('NGNS', 'early', 'full_consolidation'), ('NGNS', 'middle', 'full_consolidation'), ('NGNS', 'late', 'full_consolidation'), ('NGNS', 'last', 'full_consolidation')]",True
2,95,GPT,1.0,0.0,1.0,1.0,0.0,10.0,24,"[('overall', 'early', 'full_consolidation'), ('overall', 'middle', 'full_consolidation'), ('overall', 'late', 'full_consolidation'), ('overall', 'last', 'full_consolidation'), ('a', 'early', 'full_consolidation'), ('a', 'middle', 'full_consolidation'), ('a', 'late', 'full_consolidation'), ('a', 'last', 'full_consolidation'), ('v', 'early', 'full_consolidation'), ('v', 'middle', 'full_consolidation'), ('v', 'late', 'full_consolidation'), ('v', 'last', 'full_consolidation'), ('GS', 'early', 'full_consolidation'), ('GS', 'middle', 'full_consolidation'), ('GS', 'late', 'full_consolidation'), ('GS', 'last', 'full_consolidation'), ('GNS', 'early', 'full_consolidation'), ('GNS', 'middle', 'full_consolidation'), ('GNS', 'late', 'full_consolidation'), ('GNS', 'last', 'full_consolidation'), ('NGNS', 'early', 'full_consolidation'), ('NGNS', 'middle', 'full_consolidation'), ('NGNS', 'late', 'full_consolidation'), ('NGNS', 'last', 'full_consolidation')]",True
2,96,GPT,1.0,0.0,1.0,1.0,0.0,10.0,24,"[('overall', 'early', 'full_consolidation'), ('overall', 'middle', 'full_consolidation'), ('overall', 'late', 'full_consolidation'), ('overall', 'last', 'full_consolidation'), ('a', 'early', 'full_consolidation'), ('a', 'middle', 'full_consolidation'), ('a', 'late', 'full_consolidation'), ('a', 'last', 'full_consolidation'), ('v', 'early', 'full_consolidation'), ('v', 'middle', 'full_consolidation'), ('v', 'late', 'full_consolidation'), ('v', 'last', 'full_consolidation'), ('GS', 'early', 'full_consolidation'), ('GS', 'middle', 'full_consolidation'), ('GS', 'late', 'full_consolidation'), ('GS', 'last', 'full_consolidation'), ('GNS', 'early', 'full_consolidation'), ('GNS', 'middle', 'full_consolidation'), ('GNS', 'late', 'full_consolidation'), ('GNS', 'last', 'full_consolidation'), ('NGNS', 'early', 'full_consolidation'), ('NGNS', 'middle', 'full_consolidation'), ('NGNS', 'late', 'full_consolidation'), ('NGNS', 'last', 'full_consolidation')]",True
2,92,T5,1.0,0.0,1.0,1.0,0.0,10.0,24,"[('overall', 'early', 'full_consolidation'), ('overall', 'middle', 'full_consolidation'), ('overall', 'late', 'full_consolidation'), ('overall', 'last', 'full_consolidation'), ('a', 'early', 'full_consolidation'), ('a', 'middle', 'full_consolidation'), ('a', 'late', 'full_consolidation'), ('a', 'last', 'full_consolidation'), ('v', 'early', 'full_consolidation'), ('v', 'middle', 'full_consolidation'), ('v', 'late', 'full_consolidation'), ('v', 'last', 'full_consolidation'), ('GS', 'early', 'full_consolidation'), ('GS', 'middle', 'full_consolidation'), ('GS', 'late', 'full_consolidation'), ('GS', 'last', 'full_consolidation'), ('GNS', 'early', 'full_consolidation'), ('GNS', 'middle', 'full_consolidation'), ('GNS', 'late', 'full_consolidation'), ('GNS', 'last', 'full_consolidation'), ('NGNS', 'early', 'full_consolidation'), ('NGNS', 'middle', 'full_consolidation'), ('NGNS', 'late', 'full_consolidation'), ('NGNS', 'last', 'full_consolidation')]",True
2,93,T5,1.0,0.0,1.0,1.0,0.0,10.0,24,"[('overall', 'early', 'full_consolidation'), ('overall', 'middle', 'full_consolidation'), ('overall', 'late', 'full_consolidation'), ('overall', 'last', 'full_consolidation'), ('a', 'early', 'full_consolidation'), ('a', 'middle', 'full_consolidation'), ('a', 'late', 'full_consolidation'), ('a', 'last', 'full_consolidation'), ('v', 'early', 'full_consolidation'), ('v', 'middle', 'full_consolidation'), ('v', 'late', 'full_consolidation'), ('v', 'last', 'full_consolidation'), ('GS', 'early', 'full_consolidation'), ('GS', 'middle', 'full_consolidation'), ('GS', 'late', 'full_consolidation'), ('GS', 'last', 'full_consolidation'), ('GNS', 'early', 'full_consolidation'), ('GNS', 'middle', 'full_consolidation'), ('GNS', 'late', 'full_consolidation'), ('GNS', 'last', 'full_consolidation'), ('NGNS', 'early', 'full_consolidation'), ('NGNS', 'middle', 'full_consolidation'), ('NGNS', 'late', 'full_consolidation'), ('NGNS', 'last', 'full_consolidation')]",True
2,94,T5,1.0,0.0,1.0,1.0,0.0,10.0,24,"[('overall', 'early', 'full_consolidation'), ('overall', 'middle', 'full_consolidation'), ('overall', 'late', 'full_consolidation'), ('overall', 'last', 'full_consolidation'), ('a', 'early', 'full_consolidation'), ('a', 'middle', 'full_consolidation'), ('a', 'late', 'full_consolidation'), ('a', 'last', 'full_consolidation'), ('v', 'early', 'full_consolidation'), ('v', 'middle', 'full_consolidation'), ('v', 'late', 'full_consolidation'), ('v', 'last', 'full_consolidation'), ('GS', 'early', 'full_consolidation'), ('GS', 'middle', 'full_consolidation'), ('GS', 'late', 'full_consolidation'), ('GS', 'last', 'full_consolidation'), ('GNS', 'early', 'full_consolidation'), ('GNS', 'middle', 'full_consolidation'), ('GNS', 'late', 'full_consolidation'), ('GNS', 'last', 'full_consolidation'), ('NGNS', 'early', 'full_consolidation'), ('NGNS', 'middle', 'full_consolidation'), ('NGNS', 'late', 'full_consolidation'), ('NGNS', 'last', 'full_consolidation')]",True
2,95,T5,1.0,0.0,1.0,1.0,0.0,10.0,24,"[('overall', 'early', 'full_consolidation'), ('overall', 'middle', 'full_consolidation'), ('overall', 'late', 'full_consolidation'), ('overall', 'last', 'full_consolidation'), ('a', 'early', 'full_consolidation'), ('a', 'middle', 'full_consolidation'), ('a', 'late', 'full_consolidation'), ('a', 'last', 'full_consolidation'), ('v', 'early', 'full_consolidation'), ('v', 'middle', 'full_consolidation'), ('v', 'late', 'full_consolidation'), ('v', 'last', 'full_consolidation'), ('GS', 'early', 'full_consolidation'), ('GS', 'middle', 'full_consolidation'), ('GS', 'late', 'full_consolidation'), ('GS', 'last', 'full_consolidation'), ('GNS', 'early', 'full_consolidation'), ('GNS', 'middle', 'full_consolidation'), ('GNS', 'late', 'full_consolidation'), ('GNS', 'last', 'full_consolidation'), ('NGNS', 'early', 'full_consolidation'), ('NGNS', 'middle', 'full_consolidation'), ('NGNS', 'late', 'full_consolidation'), ('NGNS', 'last', 'full_consolidation')]",True
2,96,T5,1.0,0.0,1.0,1.0,0.0,10.0,24,"[('overall', 'early', 'full_consolidation'), ('overall', 'middle', 'full_consolidation'), ('overall', 'late', 'full_consolidation'), ('overall', 'last', 'full_consolidation'), ('a', 'early', 'full_consolidation'), ('a', 'middle', 'full_consolidation'), ('a', 'late', 'full_consolidation'), ('a', 'last', 'full_consolidation'), ('v', 'early', 'full_consolidation'), ('v', 'middle', 'full_consolidation'), ('v', 'late', 'full_consolidation'), ('v', 'last', 'full_consolidation'), ('GS', 'early', 'full_consolidation'), ('GS', 'middle', 'full_consolidation'), ('GS', 'late', 'full_consolidation'), ('GS', 'last', 'full_consolidation'), ('GNS', 'early', 'full_consolidation'), ('GNS', 'middle', 'full_consolidation'), ('GNS', 'late', 'full_consolidation'), ('GNS', 'last', 'full_consolidation'), ('NGNS', 'early', 'full_consolidation'), ('NGNS', 'middle', 'full_consolidation'), ('NGNS', 'late', 'full_consolidation'), ('NGNS', 'last', 'full_consolidation')]",True
2,81,BERT,0.12480980157852173,0.0,0.12480980157852173,0.12480980157852173,0.0,1389.4954943731375,1,"[('GS', 'early', 'full_consolidation')]",False
3,143,BERT,0.12964117527008057,0.007099509239196777,0.13674068450927734,0.12254166603088379,0.014199018478393555,1389.4954943731375,2,"[('a', 'early', 'full_consolidation'), ('v', 'last', 'full_consolidation')]",False
3,162,BERT,0.10968589782714844,0.0,0.10968589782714844,0.10968589782714844,0.0,7196.856730011521,1,"[('a', 'early', 'full_consolidation')]",False
3,36,GPT,0.170518159866333,0.0,0.170518159866333,0.170518159866333,0.0,37275.93720314938,1,"[('a', 'late', 'full_consolidation')]",False
3,113,T5,0.17519116401672363,0.0,0.17519116401672363,0.17519116401672363,0.0,1389.4954943731375,1,"[('a', 'late', 'full_consolidation')]",False
3,164,T5,0.10392963886260986,0.0,0.10392963886260986,0.10392963886260986,0.0,1389.4954943731375,1,"[('a', 'late', 'full_consolidation')]",False
3,55,T5,0.11341416835784912,0.0,0.11341416835784912,0.11341416835784912,0.0,1389.4954943731375,1,"[('a', 'last', 'full_consolidation')]",False
3,178,BERT,0.10180121660232544,0.0,0.10180121660232544,0.10180121660232544,0.0,7196.856730011521,1,"[('v', 'early', 'full_consolidation')]",False
3,42,GPT,0.10605496168136597,0.0,0.10605496168136597,0.10605496168136597,0.0,268.2695795279727,1,"[('v', 'early', 'full_consolidation')]",False
3,178,GPT,0.11260217428207397,0.0,0.11260217428207397,0.11260217428207397,0.0,7196.856730011521,1,"[('v', 'early', 'full_consolidation')]",False
3,40,T5,0.15355810523033142,0.0024406015872955322,0.15599870681762695,0.1511175036430359,0.0048812031745910645,7196.856730011521,2,"[('v', 'early', 'full_consolidation'), ('v', 'middle', 'full_consolidation')]",False
3,118,T5,0.1315674384435018,0.035154643430749935,0.20561754703521729,0.10089588165283203,0.10472166538238525,6228.963190738457,6,"[('v', 'early', 'full_consolidation'), ('v', 'late', 'full_consolidation'), ('GNS', 'early', 'full_consolidation'), ('GNS', 'middle', 'full_consolidation'), ('GNS', 'late', 'full_consolidation'), ('GNS', 'last', 'full_consolidation')]",False
3,178,T5,0.2088506817817688,0.05714119371032915,0.288513720035553,0.15727078914642334,0.13124293088912964,5261.069651465393,3,"[('v', 'early', 'full_consolidation'), ('v', 'middle', 'full_consolidation'), ('v', 'late', 'full_consolidation')]",True
3,74,GPT,0.12097980578740437,0.014902516769924276,0.1419147253036499,0.10840892791748047,0.033505797386169434,7196.856730011521,3,"[('v', 'middle', 'full_consolidation'), ('v', 'late', 'full_consolidation'), ('v', 'last', 'full_consolidation')]",False
3,40,BERT,0.1877678632736206,0.0,0.1877678632736206,0.1877678632736206,0.0,1389.4954943731375,1,"[('v', 'last', 'full_consolidation')]",False
3,40,GPT,0.1553688645362854,0.0,0.1553688645362854,0.1553688645362854,0.0,7196.856730011521,1,"[('v', 'last', 'full_consolidation')]",False
3,20,BERT,0.1241624653339386,0.011549204587936401,0.135711669921875,0.1126132607460022,0.023098409175872803,4293.176112192329,2,"[('GS', 'early', 'full_consolidation'), ('GNS', 'middle', 'full_consolidation')]",False
3,139,BERT,0.12577283382415771,0.0,0.12577283382415771,0.12577283382415771,0.0,7196.856730011521,1,"[('GS', 'early', 'full_consolidation')]",False
3,71,GPT,0.15262258052825928,0.009999011746378818,0.166733980178833,0.14477843046188354,0.021955549716949463,37275.93720314938,3,"[('GS', 'early', 'full_consolidation'), ('GS', 'middle', 'full_consolidation'), ('GS', 'last', 'full_consolidation')]",True
3,53,T5,0.11914932727813721,0.010839581489562988,0.1299889087677002,0.10830974578857422,0.021679162979125977,1389.4954943731375,2,"[('GS', 'early', 'full_consolidation'), ('GS', 'middle', 'full_consolidation')]",False
3,109,T5,0.11365735530853271,0.0013387799263000488,0.11499613523483276,0.11231857538223267,0.0026775598526000977,7196.856730011521,2,"[('GS', 'early', 'full_consolidation'), ('GS', 'last', 'full_consolidation')]",False
3,168,T5,0.10015946626663208,0.0,0.10015946626663208,0.10015946626663208,0.0,7196.856730011521,1,"[('GS', 'early', 'full_consolidation')]",False
3,67,BERT,0.1492585837841034,0.02916213870048523,0.17842072248458862,0.12009644508361816,0.05832427740097046,1389.4954943731375,2,"[('GS', 'middle', 'full_consolidation'), ('GS', 'last', 'full_consolidation')]",False
3,71,BERT,0.14559420943260193,0.03522500395774841,0.18081921339035034,0.11036920547485352,0.07045000791549683,7196.856730011521,2,"[('GS', 'middle', 'full_consolidation'), ('GS', 'last', 'full_consolidation')]",False
3,154,BERT,0.15006744861602783,0.0,0.15006744861602783,0.15006744861602783,0.0,1389.4954943731375,1,"[('GS', 'middle', 'full_consolidation')]",False
3,20,GPT,0.13793068130811056,0.016776843212445113,0.15463411808013916,0.10804396867752075,0.04659014940261841,22236.39696658045,6,"[('GS', 'middle', 'full_consolidation'), ('GS', 'late', 'full_consolidation'), ('GS', 'last', 'full_consolidation'), ('GNS', 'early', 'full_consolidation'), ('GNS', 'middle', 'full_consolidation'), ('GNS', 'last', 'full_consolidation')]",False
3,109,GPT,0.2233380675315857,0.0,0.2233380675315857,0.2233380675315857,0.0,7196.856730011521,1,"[('GS', 'middle', 'full_consolidation')]",False
3,154,T5,0.11080068349838257,0.0,0.11080068349838257,0.11080068349838257,0.0,7196.856730011521,1,"[('GS', 'middle', 'full_consolidation')]",False
3,167,BERT,0.10816463828086853,0.0020454227924346924,0.11021006107330322,0.10611921548843384,0.004090845584869385,7196.856730011521,2,"[('GS', 'late', 'full_consolidation'), ('GS', 'last', 'full_consolidation')]",False
3,17,BERT,0.15173864364624023,0.0,0.15173864364624023,0.15173864364624023,0.0,7196.856730011521,1,"[('GNS', 'early', 'full_consolidation')]",False
3,75,BERT,0.15824562311172485,0.0,0.15824562311172485,0.15824562311172485,0.0,1389.4954943731375,1,"[('GNS', 'early', 'full_consolidation')]",False
3,126,BERT,0.14261603355407715,0.0,0.14261603355407715,0.14261603355407715,0.0,7196.856730011521,1,"[('GNS', 'early', 'full_consolidation')]",False
3,75,GPT,0.10209500789642334,0.0,0.10209500789642334,0.10209500789642334,0.0,7196.856730011521,1,"[('GNS', 'early', 'full_consolidation')]",False
3,120,GPT,0.27137502034505206,0.01176364548598943,0.28152406215667725,0.25488460063934326,0.026639461517333984,7196.856730011521,3,"[('GNS', 'early', 'full_consolidation'), ('GNS', 'middle', 'full_consolidation'), ('GNS', 'last', 'full_consolidation')]",True
3,169,GPT,0.19444477558135986,0.0,0.19444477558135986,0.19444477558135986,0.0,1389.4954943731375,1,"[('GNS', 'early', 'full_consolidation')]",False
3,120,T5,0.19461970031261444,0.023870012943655965,0.23054397106170654,0.1642073392868042,0.06633663177490234,7196.856730011521,4,"[('GNS', 'early', 'full_consolidation'), ('GNS', 'middle', 'full_consolidation'), ('GNS', 'late', 'full_consolidation'), ('GNS', 'last', 'full_consolidation')]",True
3,169,T5,0.233244389295578,9.164214134216309e-05,0.23333603143692017,0.23315274715423584,0.00018328428268432617,1389.4954943731375,2,"[('GNS', 'early', 'full_consolidation'), ('GNS', 'middle', 'full_consolidation')]",False
3,46,BERT,0.15630266070365906,0.0020939409732818604,0.15839660167694092,0.1542087197303772,0.004187881946563721,1389.4954943731375,2,"[('GNS', 'middle', 'full_consolidation'), ('GNS', 'last', 'full_consolidation')]",False
3,118,BERT,0.12321585416793823,0.007341325283050537,0.13055717945098877,0.1158745288848877,0.014682650566101074,7196.856730011521,2,"[('GNS', 'middle', 'full_consolidation'), ('GNS', 'late', 'full_consolidation')]",False
3,169,BERT,0.21369996666908264,0.047148436307907104,0.26084840297698975,0.16655153036117554,0.09429687261581421,828.882536950555,2,"[('GNS', 'middle', 'full_consolidation'), ('GNS', 'late', 'full_consolidation')]",False
3,78,BERT,0.10818040370941162,0.0,0.10818040370941162,0.10818040370941162,0.0,7196.856730011521,1,"[('GNS', 'late', 'full_consolidation')]",False
3,118,GPT,0.1304914355278015,0.0,0.1304914355278015,0.1304914355278015,0.0,1389.4954943731375,1,"[('GNS', 'late', 'full_consolidation')]",False
3,75,T5,0.1023980975151062,0.0,0.1023980975151062,0.1023980975151062,0.0,7196.856730011521,1,"[('GNS', 'last', 'full_consolidation')]",False
3,117,BERT,0.21613556146621704,0.0,0.21613556146621704,0.21613556146621704,0.0,7196.856730011521,1,"[('NGNS', 'early', 'full_consolidation')]",False
3,44,GPT,0.18481695652008057,0.0,0.18481695652008057,0.18481695652008057,0.0,7196.856730011521,1,"[('NGNS', 'early', 'full_consolidation')]",False
3,44,T5,0.2419975996017456,0.1214900767200078,0.4136754870414734,0.15026074647903442,0.26341474056243896,5261.069651465393,3,"[('NGNS', 'early', 'full_consolidation'), ('NGNS', 'middle', 'full_consolidation'), ('NGNS', 'last', 'full_consolidation')]",True
3,13,T5,0.1302071213722229,0.029040515422821045,0.15924763679504395,0.10116660594940186,0.05808103084564209,4293.176112192329,2,"[('NGNS', 'middle', 'full_consolidation'), ('NGNS', 'late', 'full_consolidation')]",False
3,13,BERT,0.11055141687393188,0.0,0.11055141687393188,0.11055141687393188,0.0,1389.4954943731375,1,"[('NGNS', 'late', 'full_consolidation')]",False
3,68,GPT,0.21784713864326477,0.053222984075546265,0.27107012271881104,0.1646241545677185,0.10644596815109253,7196.856730011521,2,"[('NGNS', 'late', 'full_consolidation'), ('NGNS', 'last', 'full_consolidation')]",False
3,159,BERT,0.11486274003982544,0.0,0.11486274003982544,0.11486274003982544,0.0,7196.856730011521,1,"[('NGNS', 'last', 'full_consolidation')]",False
3,14,T5,0.1281077265739441,0.0,0.1281077265739441,0.1281077265739441,0.0,7196.856730011521,1,"[('NGNS', 'last', 'full_consolidation')]",False
4,66,T5,0.13913977146148682,0.0,0.13913977146148682,0.13913977146148682,0.0,37275.93720314938,1,"[('a', 'early', 'full_consolidation')]",False
4,41,GPT,0.14684486389160156,0.010829654326390587,0.15838712453842163,0.1323556900024414,0.026031434535980225,37275.93720314938,3,"[('GNS', 'early', 'full_consolidation'), ('GNS', 'middle', 'full_consolidation'), ('GNS', 'last', 'full_consolidation')]",False
4,41,T5,0.1760914921760559,0.0,0.1760914921760559,0.1760914921760559,0.0,7196.856730011521,1,"[('GNS', 'early', 'full_consolidation')]",False
4,42,T5,0.16758209466934204,0.0,0.16758209466934204,0.16758209466934204,0.0,7196.856730011521,1,"[('GNS', 'early', 'full_consolidation')]",False
4,42,GPT,0.1553749442100525,0.0,0.1553749442100525,0.1553749442100525,0.0,37275.93720314938,1,"[('GNS', 'middle', 'full_consolidation')]",False
5,142,BERT,1.0,0.0,1.0,1.0,0.0,10.0,24,"[('overall', 'early', 'full_consolidation'), ('overall', 'middle', 'full_consolidation'), ('overall', 'late', 'full_consolidation'), ('overall', 'last', 'full_consolidation'), ('a', 'early', 'full_consolidation'), ('a', 'middle', 'full_consolidation'), ('a', 'late', 'full_consolidation'), ('a', 'last', 'full_consolidation'), ('v', 'early', 'full_consolidation'), ('v', 'middle', 'full_consolidation'), ('v', 'late', 'full_consolidation'), ('v', 'last', 'full_consolidation'), ('GS', 'early', 'full_consolidation'), ('GS', 'middle', 'full_consolidation'), ('GS', 'late', 'full_consolidation'), ('GS', 'last', 'full_consolidation'), ('GNS', 'early', 'full_consolidation'), ('GNS', 'middle', 'full_consolidation'), ('GNS', 'late', 'full_consolidation'), ('GNS', 'last', 'full_consolidation'), ('NGNS', 'early', 'full_consolidation'), ('NGNS', 'middle', 'full_consolidation'), ('NGNS', 'late', 'full_consolidation'), ('NGNS', 'last', 'full_consolidation')]",True
